input_len,output_len,batch_size,tp,avg_latency,avg_prefill_latency,avg_decode_latency,avg_decode_per_iter_latency,elapsed_time,num_requests,total_num_tokens,requests_per_second,tokens_per_second,prefill_throughput,decode_throughput,prefill_tokens,decode_tokens,prefill_time,decode_time
64,32,16,1,1.0150665580295026,0.1708543300628662,0.8177492618560791,0.026379008446970293,2.420631610788405,16.0,1607.0,6.609845103521872,663.876317584978,43.5274618727893,39.6333917125181,1095.0,512.0,25.156532287597656,12.918399810791016
64,32,16,8,0.4615238201804459,0.06844162940979004,0.3809959888458252,0.012290193188575006,2.5965225570835173,16.0,1587.0,6.162087811003507,611.2020847539104,30.77746730222838,82.92631160110669,1075.0,512.0,34.92815017700195,6.174156188964844
64,32,32,1,1.2213172339834273,0.31705188751220703,0.8743598461151123,0.028205156326293945,1.3713240060023963,32.0,3225.0,23.335112533532122,2351.7418100200343,151.97526163351185,36.75941157653493,2201.0,1024.0,14.482620239257812,27.8568115234375
64,32,32,8,0.5708504691720009,0.10915565490722656,0.44655370712280273,0.014404958294283959,2.57538949418813,32.0,3185.0,12.4253050158876,1236.7061398625626,32.2297585578008,71.9392231375723,2161.0,1024.0,67.04983520507812,14.234237670898438
64,32,64,1,1.6992211882025003,0.6194558143615723,1.0427734851837158,0.033637854360765024,3.1183508881367743,64.0,6395.0,20.523668533735865,2050.7634417693885,33.3322598742808,31.437059585034095,4347.0,2048.0,130.41419982910156,65.14604187011719
64,32,64,8,0.7336711813695729,0.18758177757263184,0.5268571376800537,0.016995391538066253,3.4265184639953077,64.0,6442.0,18.67785061498727,1880.0424009648125,31.287436358223616,27.132797501039583,4394.0,2048.0,140.43975830078125,75.48060607910156
64,32,128,1,2.725470474921167,1.240858554840088,1.4320714473724365,0.04619585314104634,4.214241395704448,128.0,12760.0,30.37320076881919,3027.828451641663,25.036891637039002,22.59937410359518,8664.0,4096.0,346.0493469238281,181.24395751953125
64,32,128,8,1.1114009669981897,0.3563072681427002,0.7256054878234863,0.0234066286394673,3.232949994970113,128.0,12799.0,39.59232286275535,3958.9229712531696,38.12549251126198,23.354114009399574,8703.0,4096.0,228.2724609375,175.38665771484375
64,32,256,1,4.741454992908984,2.4866538047790527,2.1711745262145996,0.07003788794240642,6.363525717053562,256.0,25483.0,40.22927090778428,4004.541056808855,16.70591371103772,14.80793141324912,17291.0,8192.0,1035.022705078125,553.217041015625
64,32,256,8,1.858359900303185,0.6984825134277344,1.110461711883545,0.03582134554463047,4.211568378843367,256.0,25573.0,60.78495633265864,6072.084719902654,22.834626227629474,28.777126792597493,17381.0,8192.0,761.1685791015625,284.6705322265625
64,32,512,1,9.833429329097271,2.5003464221954346,2.33319890499115,0.07526448080616613,11.366989999078214,512.0,51150.0,45.042706999963904,4499.871998140926,20.174844308977242,14.777999302266675,34766.0,16384.0,1723.235107421875,1108.6751098632812
64,32,512,8,3.6914651938714087,0.6886099576950073,1.1095091104507446,0.03579061646615306,7.360922974999994,512.0,51064.0,69.55649471389835,6937.1735274814555,31.79438942012548,22.330795523516446,34680.0,16384.0,1090.7584838867188,733.6953125
64,32,1024,1,19.0398903908208,2.512300193309784,2.164995789527893,0.06983857385573848,21.396715049166232,1024.0,102420.0,47.857813577785734,4786.716080700015,22.216732853811145,14.924589405608325,69652.0,32768.0,3135.1144409179688,2195.5712890625
64,32,1024,8,7.4402956534177065,0.7023507356643677,1.1100521683692932,0.035808134463525584,8.915915195830166,1024.0,102246.0,114.850800788113,11467.807595099026,67.09648433070062,28.914162508336364,69478.0,32768.0,1035.493896484375,1133.2854614257812
128,32,1,1,0.870008610188961,0.05211162567138672,0.7928540706634521,0.025575937763337168,0.9789113318547606,1.0,168.0,1.021542980920736,171.61922079468366,854.4085221366454,40.755451612178376,136.0,32.0,0.15917444229125977,0.7851710319519043
128,32,1,8,0.4139077328145504,0.06333279609680176,0.34043431282043457,0.010981752026465631,2.423408716917038,1.0,167.0,0.412641909315305,68.91119885565594,65.42980530557868,94.13853088942147,135.0,32.0,2.063279867172241,0.33992457389831543
128,32,8,1,1.0048884432762861,0.16827797889709473,0.8105525970458984,0.02614685796922253,2.412834741640836,8.0,1330.0,3.3156021263850173,551.2188535115091,85.44927017196375,39.888638024542836,1074.0,256.0,12.56886100769043,6.417867660522461
128,32,8,8,0.4427801198326051,0.06797099113464355,0.3636348247528076,0.011730155637187342,2.465619233902544,8.0,1328.0,3.244621022580897,538.607089748429,64.47716407126715,88.55345593266075,1072.0,256.0,16.626041412353516,2.890909194946289
128,32,16,1,1.1639612158760428,0.3154001235961914,0.8216202259063721,0.02650387825504426,2.5895007750950754,16.0,2677.0,6.178797146493439,1033.7899975726834,78.17500214879348,39.33534047977501,2165.0,512.0,27.69427490234375,13.016284942626953
128,32,16,8,0.5061838268302381,0.10708737373352051,0.3867838382720947,0.01247689800877725,2.5316502400673926,16.0,2665.0,6.319988340717271,1052.6730580007204,63.867697428843144,81.41315540458571,2153.0,512.0,33.71031188964844,6.288909912109375
128,32,32,1,1.5241458173841238,0.6157782077789307,0.8782474994659424,0.028330564498901367,1.6758706057444215,32.0,5368.0,19.094552938820478,3203.1112554871356,179.84786789139196,36.935904855549325,4344.0,1024.0,24.15374755859375,27.72370147705078
128,32,32,8,0.6417891820892692,0.1850900650024414,0.44133901596069336,0.014236742450344947,2.6761420140974224,32.0,5350.0,11.957511907600532,1999.146522051964,61.91586820952907,71.82138849543362,4326.0,1024.0,69.86900329589844,14.257591247558594
128,32,64,1,2.322812968865037,1.2331781387329102,1.0524389743804932,0.03394964433485462,2.505606383085251,64.0,10695.0,25.54271909269097,4268.427823380155,96.2300460849526,31.246022711135385,8647.0,2048.0,89.85758972167969,65.54434204101562
128,32,64,8,0.9099795259535313,0.3615243434906006,0.5285954475402832,0.01705146604968655,3.6207954450510442,64.0,10617.0,17.675674025572512,2932.2286113984896,56.63213214924241,26.87161568974951,8569.0,2048.0,151.3098602294922,76.21424865722656
128,32,128,1,3.9494592831470072,2.4681618213653564,1.4281635284423828,0.04606979124007685,4.256361339241266,128.0,21380.0,30.07263476902483,5023.069776263679,49.60726374602465,22.577199871821506,17284.0,4096.0,348.4167175292969,181.42196655273438
128,32,128,8,1.4442005692981184,0.6832230091094971,0.7303595542907715,0.02355998562228295,4.199688388966024,128.0,21389.0,30.4784517671117,5092.996912865251,49.70660388323369,23.208484260777723,17293.0,4096.0,347.9014587402344,176.4871826171875
128,32,256,1,7.250859956257045,4.996524810791016,2.1689391136169434,0.0699657778586111,7.6744164801202714,256.0,42719.0,33.35758499204985,5566.416692481944,25.377402449210013,14.818618780217792,34527.0,8192.0,1360.5411376953125,552.8180541992188
128,32,256,8,2.518953368999064,1.3419086933135986,1.1259815692901611,0.036321986106134234,4.927788238041103,256.0,42718.0,51.95028431290003,8668.797833118999,37.03573625152828,28.696336013228503,34526.0,8192.0,932.2347412109375,285.47198486328125
128,32,512,1,14.764527652878314,5.0067490339279175,2.289812445640564,0.0738649176013085,15.455258002970368,512.0,85439.0,33.12788436799942,5528.151001010747,25.281132540417516,14.5787789582579,69055.0,16384.0,2731.483642578125,1123.8252563476562
128,32,512,8,5.022628233768046,1.3463985919952393,1.1147202253341675,0.03595871694626346,8.016047230921686,512.0,85392.0,63.87187915073327,10652.631844608233,56.08319002435587,22.217864064330595,69008.0,16384.0,1230.4578247070312,737.4246215820312
128,32,1024,1,29.173298984300345,5.011299014091492,2.195738911628723,0.0708302874718943,30.763779452070594,1024.0,170786.0,33.28589718943257,5551.528552142999,25.382618125409,14.615732738167544,138018.0,32768.0,5437.500549316406,2241.9676513671875
128,32,1024,8,10.061877048574388,1.3541192412376404,1.1108343601226807,0.03583336645557035,15.561867966782302,1024.0,170896.0,65.80186917057686,10981.715072045805,51.63953048167333,28.420765953878576,138128.0,32768.0,2674.8500366210938,1152.9597778320312
256,32,1,1,0.8832792690955102,0.06248903274536133,0.795835018157959,0.02567209735993416,2.2805491387844086,1.0,308.0,0.43849088054863217,135.0551912089787,189.49033370512439,40.567178777281754,276.0,32.0,1.4565386772155762,0.7888150215148926
256,32,1,8,0.42042746115475893,0.06387186050415039,0.34629392623901367,0.01117077181416173,2.4137085238471627,1.0,298.0,0.4143002314157302,123.46146896188759,129.65531161101902,93.7682581178823,266.0,32.0,2.051593542098999,0.3412668704986572
256,32,8,1,1.144609906245023,0.3133835792541504,0.8052704334259033,0.025976465594383977,2.5818706597201526,8.0,2412.0,3.098528568765375,934.2063634827607,156.1749932645372,39.39018662377949,2156.0,256.0,13.80502700805664,6.499080657958984
256,32,8,8,0.4878639178350568,0.10831236839294434,0.3684372901916504,0.011885073877150012,2.499724998138845,8.0,2411.0,3.2003520411070623,964.5060963886409,127.73623202070931,88.72479775136804,2155.0,256.0,16.870702743530273,2.885326385498047
256,32,16,1,1.4615745274350047,0.6137063503265381,0.8208532333374023,0.026479136559271043,2.908704014029354,16.0,4751.0,5.500731570771137,1633.3734807958547,130.4737107831557,38.7524536129147,4239.0,512.0,32.48930358886719,13.212066650390625
256,32,16,8,0.5839265901595354,0.18500995635986328,0.38620924949645996,0.01245836288698258,2.6154684857465327,16.0,4835.0,6.1174508839219,1848.6171889851491,123.5834652140306,81.9218500417795,4323.0,512.0,34.98040771484375,6.249858856201172
256,32,32,1,2.1298768259584904,1.226081371307373,0.8732144832611084,0.02816820913745511,3.6396580329164863,32.0,9573.0,8.792034776508427,2630.192153609849,99.3009471272647,36.332289887964066,8549.0,1024.0,86.09182739257812,28.184295654296875
256,32,32,8,0.8094028476625681,0.3495628833770752,0.4440159797668457,0.014323096121511152,3.0040404400788248,32.0,9649.0,10.652319979807041,3212.0073589111917,108.08567873552789,70.82968923488708,8625.0,1024.0,79.79780578613281,14.45721435546875
256,32,64,1,3.57114766119048,2.459707498550415,1.072657823562622,0.03460186527621362,5.148540778085589,64.0,19179.0,12.430706632918517,3725.1331642616287,66.72155292169751,30.804449484506744,17131.0,2048.0,256.7536163330078,66.48390197753906
256,32,64,8,1.236831234768033,0.6853470802307129,0.5300662517547607,0.017098911346927762,3.3405396351590753,64.0,19265.0,19.158581244300173,5767.032307366294,99.06516535966495,59.647101120479675,17217.0,2048.0,173.79469299316406,34.33528137207031
256,32,128,1,6.515092759858817,4.989665985107422,1.4682984352111816,0.0473644656519736,8.246698347385973,128.0,38447.0,15.521363169609964,4662.108201421831,40.48437401485524,22.06750251227199,34351.0,4096.0,848.5002136230469,185.6123046875
256,32,128,8,2.109020779840648,1.3366456031799316,0.7397205829620361,0.023861954289097934,5.096269597765058,128.0,38566.0,25.116410649886678,7567.496040027575,75.46574155214313,23.22725280217442,34470.0,4096.0,456.7635498046875,176.34457397460938
256,32,256,1,12.217359188944101,9.89970350265503,2.2251484394073486,0.0717789819163661,14.357254027854651,256.0,76449.0,17.830707703808255,5324.764739251707,22.54459619935615,14.29841886980069,68257.0,8192.0,3027.6434936523438,572.9304809570312
256,32,256,8,3.817040567751974,2.640944480895996,1.1208810806274414,0.03615745421378843,7.051409306935966,256.0,77127.0,36.30479934673359,10937.813512560631,47.49641757581566,28.5330260166843,68935.0,8192.0,1451.3726196289062,287.10589599609375
256,32,512,1,24.76972642587498,9.898394227027893,2.3940398693084717,0.07722709255833779,26.34049205807969,512.0,154276.0,19.43775381534488,5856.990053937787,25.28953982138187,14.297923074870367,137892.0,16384.0,5452.531005859375,1145.9006958007812
256,32,512,8,7.651389393955469,2.6494548320770264,1.1217117309570312,0.03618424938571069,12.035298632923514,512.0,154161.0,42.5415285167402,12809.071440760128,57.8730839945609,28.432378167622744,137777.0,16384.0,2380.6749267578125,576.2444458007812
256,32,1024,1,48.8588274451904,9.894262492656708,2.2280851006507874,0.07187371292421894,53.835527596995234,1024.0,308511.0,19.020896528877955,5730.6209072467445,24.67520727654303,14.016088229124419,275743.0,32768.0,11174.901062011719,2337.8848266601562
256,32,1024,8,15.329846431035548,2.654400944709778,1.1225728392601013,0.036212027072906494,23.57047552196309,1024.0,308493.0,43.444180794987844,13088.111001941588,59.49953349771923,28.240728830180807,275725.0,32768.0,4634.0699462890625,1160.3099975585938
512,32,1,1,0.9120036559179425,0.09622406959533691,0.7908914089202881,0.02551262609420284,2.327925050165504,1.0,569.0,0.42956709449425995,244.42367676723393,357.19533261471616,40.61425577852116,537.0,32.0,1.5033791065216064,0.7879006862640381
512,32,1,8,0.4059908939525485,0.061342477798461914,0.3347971439361572,0.010799907868908297,2.6263229148462415,1.0,571.0,0.38076049001710255,217.41423979976557,238.24120267485895,93.61182170907587,539.0,32.0,2.2624130249023438,0.34183716773986816
512,32,8,1,1.4520645271986723,0.6165499687194824,0.809070348739624,0.02609904350772981,2.8980391239747405,8.0,4553.0,2.760487232148812,1571.0622959966927,264.31235160873524,39.357890742616384,4297.0,256.0,16.257280349731445,6.504413604736328
512,32,8,8,0.5482159978710115,0.1850121021270752,0.3519711494445801,0.011353908046599357,2.589173021260649,8.0,4559.0,3.0897896487832472,1760.7938761003531,245.99269047709913,87.6874401393406,4303.0,256.0,17.492389678955078,2.9194602966308594
512,32,16,1,2.0862999549135566,1.2330543994903564,0.8255569934844971,0.026630870757564422,3.5859589129686356,16.0,9104.0,4.461846994993705,2538.790940151418,200.19949790604565,38.1715262100226,8592.0,512.0,42.91719055175781,13.413139343261719
512,32,16,8,0.754049597773701,0.3541076183319092,0.38698458671569824,0.012483373765022523,2.8068456212058663,16.0,9065.0,5.70034913182227,3229.604054998055,225.82919707529265,82.55909730906424,8553.0,512.0,37.873756408691406,6.201618194580078
512,32,32,1,3.404429783113301,2.474280595779419,0.897716760635376,0.02895860518178632,5.011791095137596,32.0,18208.0,6.384942906149095,3633.032513598835,133.54447682479824,35.61111641758097,17184.0,1024.0,128.67623138427734,28.75506591796875
512,32,32,8,1.1469773459248245,0.6866023540496826,0.44356775283813477,0.014308637188326928,3.4293653462082148,32.0,18224.0,9.33117261343467,5314.102803351045,186.0172587807166,69.78370843621431,17200.0,1024.0,92.46453857421875,14.673912048339844
512,32,64,1,6.152060933876783,5.013329029083252,1.096832275390625,0.03538168630292338,7.811320248059928,64.0,36444.0,8.193237246404724,4665.536534499591,81.48216601846298,29.694798587670057,34396.0,2048.0,422.1291809082031,68.96830749511719
512,32,64,8,1.8952127592638135,1.3346378803253174,0.5369505882263184,0.01732098671697801,4.885150218848139,64.0,36443.0,13.100927736689016,7459.954836064966,150.72971397399098,26.984594073220723,34395.0,2048.0,228.18991088867188,75.89515686035156
512,32,128,1,11.521377120632678,9.946189403533936,1.5133311748504639,0.04881713467259562,13.606091455090791,128.0,72909.0,9.40755105332679,5358.55577927346,45.42417640612196,21.11692653680476,68813.0,4096.0,1514.8981323242188,193.96762084960938
512,32,128,8,3.4235196788795292,2.647251844406128,0.7392587661743164,0.02384705697336504,6.0380563591606915,128.0,72759.0,21.19887466863466,12050.069703243666,106.11642895342266,42.72603464044361,68663.0,4096.0,647.0534362792969,95.86660766601562
512,32,256,1,22.410898469388485,19.951738595962524,2.3544869422912598,0.07595119168681483,26.390505198854953,256.0,145513.0,9.700458481981144,5513.83912143954,24.729654681252928,9.78976981869484,137321.0,8192.0,5552.887889862061,836.7918910980225
512,32,256,8,6.430801304988563,5.22230863571167,1.1434359550476074,0.036885030807987336,11.825354880653322,256.0,145713.0,21.648398934633633,12322.082632665119,55.86840262847239,23.092537628825543,137521.0,8192.0,2461.516591310501,354.7466342449188
512,32,512,1,45.009683553129435,19.943263292312622,2.4600441455841064,0.07935626276077762,51.55709997005761,512.0,291061.0,9.930736994465361,5645.410625675942,25.470266398022204,9.736385217866205,274677.0,16384.0,10784.221715927124,1682.7600421905518
512,32,512,8,12.891965561080724,5.239138245582581,1.14286470413208,0.03686660335909935,23.14048197399825,512.0,291293.0,22.125727570208248,12588.026486540373,57.18788803930187,22.820131367457513,274909.0,16384.0,4807.1192944049835,717.9625627994537
512,32,1024,1,89.69704930111766,19.951605796813965,2.36563503742218,0.07631080765878001,100.62565487530082,1024.0,582037.0,10.176331287175026,5784.180989642081,26.22804889936751,9.605259135680239,549269.0,32768.0,20942.04575061798,3411.464442253113
512,32,1024,8,25.751862206030637,5.231841742992401,1.1405348181724548,0.03679144574749855,41.24161566607654,1024.0,581700.0,24.829289140636053,14104.685051863275,65.53251499958154,23.078643071465113,548932.0,32768.0,8376.483032941818,1419.8408415317535
1024,32,1,1,0.9962671748362482,0.17133808135986328,0.7998378276824951,0.025801220247822422,2.387072129175067,1.0,1105.0,0.41892324399329467,462.9101846125906,685.4662335599239,40.80580764457546,1073.0,32.0,1.5653579235076904,0.7842020988464355
1024,32,1,8,0.4307091669179499,0.07265663146972656,0.34779858589172363,0.011219309222313666,2.6490302900783718,1.0,1088.0,0.37749662725465283,410.7163304530623,463.00674452116766,92.85333255850475,1056.0,32.0,2.2807443141937256,0.34462952613830566
1024,32,8,1,2.108135704882443,1.2562909126281738,0.8249983787536621,0.026612850927537488,3.5195223041810095,8.0,8602.0,2.273035744224839,2444.0816839777576,394.5711149236297,39.293538120676125,8346.0,256.0,21.152080535888672,6.515066146850586
1024,32,8,8,0.7387949689291418,0.36560869216918945,0.3612813949584961,0.011654238547048262,2.7803556891158223,8.0,8800.0,2.877329699691794,3165.0626696609734,450.9761840761249,88.2982322949903,8544.0,256.0,18.945568084716797,2.8992652893066406
1024,32,16,1,3.403752852231264,2.5259056091308594,0.8486311435699463,0.027375198179675687,4.942477700300515,16.0,17562.0,3.237242729294896,3553.2785507423105,264.807952470596,38.29787243756302,17050.0,512.0,64.38628387451172,13.368888854980469
1024,32,16,8,1.0835732729174197,0.6816298961639404,0.38797616958618164,0.012515360309231666,3.366600861772895,16.0,17676.0,4.752568141259904,5250.39965405688,370.0962202218452,81.41231589871995,17164.0,512.0,46.37712860107422,6.288974761962891
1024,32,32,1,6.086815705988556,5.130731821060181,0.9198319911956787,0.029671999715989637,7.608837604988366,32.0,35063.0,4.205635822615106,4608.194026511045,161.82426247626938,35.24538207302656,34039.0,1024.0,210.34546661376953,29.053451538085938
1024,32,32,8,1.8275987687520683,1.3446331024169922,0.4636995792388916,0.014958050943190051,3.5739043662324548,32.0,35226.0,8.953793028808384,9856.447288525129,357.7834692795063,69.4678893194547,34202.0,1024.0,95.59413146972656,14.740623474121094
1024,32,64,1,11.348611798137426,10.146820783615112,1.154000997543335,0.03722583863043016,13.324508770834655,64.0,70594.0,4.803178946460403,5298.0564772879015,89.79293369494121,27.44579976250863,68546.0,2048.0,763.3785552978516,74.61979675292969
1024,32,64,8,3.2414083052426577,2.667574167251587,0.5468368530273438,0.017639898484753027,6.242614971939474,64.0,70930.0,10.252113943864824,11362.225656848937,223.27995827458793,26.52899659319382,68882.0,2048.0,308.50059509277344,77.19854736328125
1024,32,128,1,21.988393461331725,20.251584768295288,1.6605503559112549,0.053566140513266275,25.757022393867373,128.0,140963.0,4.969518527517226,5472.798751518833,48.965314483953904,12.760380714487559,136867.0,4096.0,2795.18270111084,320.9935574531555
1024,32,128,8,6.0785423829220235,5.2704997062683105,0.7615861892700195,0.02456729642806515,11.554676249157637,128.0,141712.0,11.077766026489188,12264.471712076842,110.97434973907168,31.002138837242576,137616.0,4096.0,1240.0703434944153,132.11991667747498
1024,32,256,1,43.29461664892733,20.311532378196716,12.719614744186401,0.4103101530382709,49.564558836165816,256.0,282815.0,5.164980905937253,5705.9924801275165,48.89662950989343,2.183663091534325,274623.0,8192.0,5616.399386882782,3751.4944643974304
1024,32,256,8,11.839782367926091,5.4288012981414795,3.6927194595336914,0.11911998256560294,19.00671272398904,256.0,282843.0,13.468925622098418,14881.216131762434,113.87487955028378,6.74844197783145,274651.0,8192.0,2411.866436958313,1213.909821987152
1024,32,512,1,86.75262232683599,20.30474990606308,12.808263063430786,0.4131697762397027,97.61556344199926,512.0,564512.0,5.2450652533928945,5783.012258444003,49.5503710409463,2.189974504033456,548128.0,16384.0,11062.036236763,7481.3656368255615
1024,32,512,8,23.65622494276613,5.578457415103912,3.5368288159370422,0.11409125212700137,35.04197413381189,512.0,565531.0,14.611048967871156,16138.674089549108,126.02938102312262,6.88600955998099,549147.0,16384.0,4357.2934782505035,2379.3170568943024
1024,32,1024,1,173.30246614199132,20.30203026533127,12.763278812170029,0.4117186713603236,186.70050167804584,1024.0,1130468.0,5.484720130885499,6054.981051681512,53.945176962027084,2.2173365081816945,1097700.0,32768.0,20348.43635368347,14778.090686321259
1024,32,1024,8,47.218441516160965,5.568046748638153,3.5307205617427826,0.11389421166912203,68.49308515014127,1024.0,1130505.0,14.950414304675075,16505.388792487007,134.3535907131552,6.813607117920523,1097737.0,32768.0,8170.507346868515,4809.200095176697
2048,32,1,1,1.1564504760317504,0.3290822505950928,0.802058219909668,0.025872845803537676,2.577173969708383,1.0,2191.0,0.3880219231428733,850.1560336060355,1240.5084906760171,40.24118978260635,2159.0,32.0,1.740415334701538,0.7952051162719727
2048,32,1,8,0.47183432010933757,0.11775612831115723,0.34372425079345703,0.011087879057853453,2.6849365080706775,1.0,2182.0,0.37244828583249173,812.682159686497,930.1778763658943,92.4274127461364,2150.0,32.0,2.3113858699798584,0.34621763229370117
2048,32,8,1,3.5474686939269304,2.6842572689056396,0.8352994918823242,0.026945144899429813,5.0216173571534455,8.0,17451.0,1.5931122248101517,3475.175179395245,522.9584477173358,38.601956245198764,17195.0,256.0,32.88024139404297,6.63178825378418
2048,32,8,8,1.0878891041502357,0.6997799873352051,0.37522077560424805,0.012103895987233809,3.349087545182556,8.0,17305.0,2.38871032544595,5167.07902273027,733.2969398632571,86.43226653169043,17049.0,256.0,23.24979019165039,2.9618568420410156
2048,32,16,1,6.238297498319298,5.333676815032959,0.8726627826690674,0.028150412344163465,7.713640538044274,16.0,34724.0,2.0742475516050765,4501.635748870917,318.56675102725103,36.563727307671456,34212.0,512.0,107.39350509643555,14.002948760986328
2048,32,16,8,1.7742474009282887,1.3675730228424072,0.3906519412994385,0.012601675525788338,4.200139490887523,16.0,34909.0,3.8093972913787857,8311.390627796376,582.9926496882882,81.16904759312948,34397.0,512.0,59.0007438659668,6.307823181152344
2048,32,32,1,11.530612704809755,10.490751028060913,0.9976258277893066,0.032181478315784086,13.325833205133677,32.0,69447.0,2.4013507829043097,5211.456494386112,176.32135607853027,32.62774688977338,68423.0,1024.0,388.0584945678711,31.38433074951172
